Date,Selina,Sub Category,Capacity,Out of Order,Available Beds,Sold Beds,Room Revenue USD,Food and Beverage Revenue,Activities Revenue,Co-Working Revenue,Average Guest Review
10/4/2018,Manuel Antonio,Private,60,1,59,31,781.2,151.7481,135.3429,49.8015,8.709
10/4/2018,Medellin,Private Shared,24,2,22,11,211.2,54.4896,30.7296,13.7808,8.749
10/4/2018,Playa del Carmen,Private Shared,54,5,49,19,469.3,121.0794,58.075875,20.062575,8.781
10/4/2018,Red Frog,Private Shared,14,1,13,8,158.4,40.0356,26.2548,12.5928,8.699
10/4/2018,Santa Teresa North,Private Shared,16,1,15,9,194.4,39.5118,31.347,12.1014,8.703
10/4/2018,Puerto Escondido,Private,26,3,23,10,308,42.042,39.732,6.468,8.797
10/4/2018,Montanita,Private,96,12,84,39,889.2,221.4108,87.3639,29.3436,8.773
10/4/2018,Antigua,Private Shared,52,5,47,21,478.8,122.4531,69.6654,17.5959,8.765
10/4/2018,Lima,Dorm,17,1,16,4,52,0.195,5.421,0.156,8.985
10/4/2018,Pedasi,Private,16,1,15,9,226.8,58.6845,39.6333,17.8605,8.698
10/4/2018,Bocas del Toro,Private Shared,32,1,31,18,388.8,102.9348,69.984,32.6592,8.706
10/4/2018,Puerto Escondido,Private Shared,22,2,20,8,212.8,30.9624,26.9724,6.8628,8.79
10/5/2018,San Jose,Dorm,86,1,85,47,611,122.811,100.815,38.95125,8.712
10/5/2018,Puerto Viejo,Dorm,66,1,65,38,456,99.522,66.006,23.94,8.72
10/5/2018,Banos,Private Shared,16,2,14,6,115.2,25.5744,0.9504,0.6048,8.995
10/5/2018,Antigua,Private Shared,52,6,46,21,478.8,124.6077,66.7926,22.2642,8.756
10/5/2018,Quito,Private,36,4,32,11,250.8,64.8945,19.7505,2.8215,8.8
10/5/2018,Antigua,Dorm,92,11,81,35,420,113.085,55.125,21.735,8.752
10/5/2018,Cartagena,Private,46,5,41,17,484.5,129.724875,55.233,11.991375,8.77
10/5/2018,Manuel Antonio,Dorm,116,2,114,59,767,145.53825,127.7055,52.34775,8.709
10/5/2018,Venao,Dorm,51,1,50,28,336,88.956,55.692,27.468,8.695
10/5/2018,Jaco,Dorm,118,3,115,67,871,196.62825,103.2135,48.99375,8.723
10/5/2018,Venao,Private Shared,34,1,33,18,356.4,92.7531,64.152,30.4722,8.686
10/5/2018,Medellin,Private Shared,24,1,23,11,193.6,49.0776,29.3304,10.5996,8.736
10/5/2018,Tamarindo,Private Shared,34,1,33,19,410.4,80.6436,56.6352,23.7006,8.71
10/5/2018,Medellin,Dorm,215,10,205,102,1224,307.53,190.026,78.948,8.727
10/5/2018,Montanita,Dorm,148,17,131,50,700,168.525,67.2,23.625,8.756
10/5/2018,Banos,Dorm,96,10,86,29,319,72.2535,1.914,5.2635,8.996
10/5/2018,Antigua,Private,34,4,30,14,400.4,101.8017,58.5585,15.9159,8.75
10/5/2018,Lima,Private,34,2,32,7,205.8,1.2348,24.54165,3.087,9.005
10/5/2018,Santa Teresa North,Dorm,140,3,137,75,900,180.9,149.85,64.125,8.702
10/5/2018,Playa del Carmen,Private,59,7,52,24,739.2,191.8224,88.704,29.9376,8.782
10/5/2018,Jaco,Private Shared,26,1,25,15,324,69.984,38.394,17.01,8.737
10/5/2018,Tamarindo,Dorm,144,1,143,81,972,191.727,141.426,45.927,8.724
10/5/2018,Mexico City,Private,132,12,120,41,1353,360.23625,163.37475,34.5015,8.781
10/5/2018,La Fortuna,Dorm,100,1,99,50,600,135.45,69.75,26.1,8.747
10/5/2018,Quito,Dorm,150,15,135,48,576,145.152,42.336,8.64,8.784
10/5/2018,Quito,Private Shared,24,3,21,9,158.4,40.2732,11.286,2.6136,8.786
10/5/2018,La Fortuna,Private,20,1,19,10,252,58.968,29.106,9.261,8.75
10/5/2018,Montanita,Private Shared,38,4,34,14,268.8,66.3264,23.5872,9.8784,8.764
10/5/2018,Jaco,Private,42,1,41,22,508.2,113.96385,63.65205,22.1067,8.72
10/5/2018,Puerto Viejo,Private,32,1,31,17,499.8,110.9556,72.7209,26.9892,8.727
10/5/2018,Bocas del Toro,Dorm,154,3,151,84,924,241.857,155.925,79.695,8.712
10/5/2018,Mexico City,Dorm,254,29,225,83,1162,299.796,146.412,34.86,8.787
10/5/2018,San Jose,Private,40,1,39,21,529.2,100.8126,92.8746,32.5458,8.711
10/5/2018,Bocas del Toro,Private,44,1,43,23,531.3,138.270825,92.047725,40.245975,8.712
10/5/2018,Lima,Private Shared,42,2,40,11,277.2,1.6632,33.0561,3.1185,8.989
10/5/2018,Tamarindo,Private,24,1,23,14,382.2,79.1154,51.31035,22.3587,8.705
10/5/2018,Puerto Escondido,Dorm,108,12,96,32,480,65.88,56.88,12.24,8.783
10/5/2018,Cartagena,Dorm,114,11,103,39,585,149.175,68.88375,13.1625,8.777
10/5/2018,Medellin,Private,88,4,84,39,815.1,219.465675,127.1556,53.7966,8.737
10/5/2018,Lima,Dorm,17,1,16,4,60,0.855,5.985,0.315,8.992
10/5/2018,Playa del Carmen,Dorm,177,20,157,61,793,212.32575,107.64975,32.1165,8.78
10/5/2018,San Jose,Private Shared,14,1,13,8,187.2,37.7676,31.3092,10.6704,8.695
10/5/2018,La Fortuna,Private Shared,32,1,31,19,410.4,89.8776,45.8622,20.6226,8.755
10/5/2018,Red Frog,Private,34,1,33,18,453.6,113.967,80.6274,33.3396,8.713
10/5/2018,Manuel Antonio,Private,60,1,59,30,756,150.255,125.307,44.226,8.708
10/5/2018,Red Frog,Private Shared,14,1,13,8,144,37.476,23.76,11.124,8.708
10/5/2018,Bocas del Toro,Private Shared,32,1,31,17,336.6,85.3281,56.0439,30.04155,8.693
10/5/2018,Bogota La Candelaria,Dorm,109,16,93,28,392,5.586,45.57,1.47,9.004
10/5/2018,Puerto Viejo,Private Shared,40,1,39,22,514.8,112.3551,74.5173,20.8494,8.739
10/5/2018,Manuel Antonio,Private Shared,18,1,17,10,252,46.683,40.824,13.986,8.7
10/5/2018,Puerto Escondido,Private,26,3,23,9,297,42.99075,35.64,6.90525,8.792
10/5/2018,Mexico City,Private Shared,68,7,61,23,568.1,151.256625,74.13705,23.8602,8.784
10/5/2018,Bogota La Candelaria,Private,22,4,18,6,148.2,0.2223,15.3387,2.4453,8.982
10/5/2018,Red Frog,Dorm,24,1,23,14,154,39.732,27.951,13.9755,8.692
10/5/2018,Banos,Private,34,5,29,10,228,48.906,0.684,6.156,9.001
10/5/2018,Playa del Carmen,Private Shared,54,5,49,20,494,122.265,69.2835,18.8955,8.756
10/5/2018,Santa Teresa North,Private Shared,16,1,15,10,216,41.148,33.534,13.77,8.701
10/5/2018,Santa Teresa North,Private,22,1,21,12,302.4,61.6896,49.4424,19.7316,8.696
10/5/2018,Montanita,Private,96,9,87,39,963.3,227.579625,80.194725,25.286625,8.774
10/5/2018,Venao,Private,12,1,11,7,176.4,44.0559,30.9582,16.0083,8.692
10/5/2018,Cartagena,Private Shared,14,2,12,6,144,38.664,18.252,4.644,8.767
10/5/2018,Bogota La Candelaria,Private Shared,14,3,11,4,83.2,0.312,9.672,0.936,9.007
10/5/2018,Pedasi,Private,16,1,15,10,252,62.37,44.793,18.711,8.694
10/5/2018,Puerto Escondido,Private Shared,22,3,19,7,186.2,26.11455,23.4612,3.9102,8.774
10/6/2018,Banos,Dorm,96,11,85,26,312,71.604,4.212,2.808,8.989
10/6/2018,Banos,Private Shared,16,2,14,5,96,20.304,0.576,0.72,8.999
10/6/2018,Quito,Private,36,4,32,12,273.6,68.1264,19.2888,4.7196,8.792
10/6/2018,Bogota La Candelaria,Private,22,4,18,6,159.6,0,19.152,0.4788,9.005
10/6/2018,La Fortuna,Private,20,1,19,12,277.2,64.2411,30.3534,9.1476,8.757
10/6/2018,La Fortuna,Dorm,100,1,99,57,627,142.0155,80.883,29.1555,8.75
10/6/2018,Montanita,Dorm,148,15,133,57,684,164.673,55.917,16.416,8.78
10/6/2018,Santa Teresa North,Dorm,140,1,139,78,936,177.606,157.248,56.16,8.713
10/6/2018,Antigua,Dorm,92,9,83,38,494,123.3765,71.877,16.6725,8.769
10/6/2018,Mexico City,Dorm,254,29,225,87,1218,310.59,164.43,52.983,8.773
10/6/2018,Lima,Private,34,2,32,8,218.4,0.1638,21.4578,2.9484,9.005
10/6/2018,Montanita,Private,96,11,85,39,963.3,231.192,89.5869,26.0091,8.775
10/6/2018,Venao,Private,12,1,11,7,176.4,44.4528,28.4445,12.4362,8.704
10/6/2018,Tamarindo,Dorm,144,2,142,76,912,180.576,122.436,39.672,8.733
10/6/2018,Santa Teresa North,Private,22,1,21,12,302.4,62.1432,47.4012,18.5976,8.707
10/6/2018,Tamarindo,Private,24,1,23,13,354.9,73.730475,51.904125,20.76165,8.72
10/6/2018,Playa del Carmen,Private,59,6,53,22,629.2,169.884,84.4701,25.0107,8.781
10/6/2018,Cartagena,Private,46,5,41,17,452.2,116.6676,52.9074,18.3141,8.789
10/6/2018,Cartagena,Dorm,114,11,103,42,588,146.412,74.529,16.317,8.768
10/6/2018,Banos,Private,34,3,31,9,188.1,40.206375,1.269675,3.526875,9
10/6/2018,Bocas del Toro,Private Shared,32,1,31,18,388.8,97.686,62.9856,31.4928,8.7
10/6/2018,Playa del Carmen,Dorm,177,16,161,69,897,231.426,119.07675,33.6375,8.773
10/6/2018,Bocas del Toro,Dorm,154,2,152,78,936,238.68,164.97,77.22,8.712
10/6/2018,Puerto Viejo,Dorm,66,1,65,36,432,90.72,62.856,23.004,8.715
10/6/2018,Medellin,Private Shared,24,1,23,10,176,46.2,27.06,8.58,8.723
10/6/2018,Medellin,Dorm,215,14,201,94,1128,286.794,163.278,59.22,8.722
10/6/2018,Jaco,Dorm,118,2,116,64,768,163.008,102.528,33.984,8.72
10/6/2018,Mexico City,Private,132,16,116,49,1509.2,378.0546,177.7083,65.6502,8.784
10/6/2018,Medellin,Private,88,4,84,42,957.6,245.6244,154.413,67.5108,8.723
10/6/2018,San Jose,Dorm,86,1,85,48,576,116.208,100.224,35.424,8.699
10/6/2018,Antigua,Private Shared,52,5,47,22,543.4,139.78965,74.9892,28.12095,8.758
10/6/2018,Quito,Private Shared,24,3,21,8,166.4,41.5584,11.3568,4.8672,8.807
10/6/2018,Bogota La Candelaria,Dorm,109,18,91,32,416,3.12,40.872,7.488,8.987
10/6/2018,Puerto Viejo,Private Shared,40,1,39,21,453.6,96.957,60.2154,23.4738,8.74
10/6/2018,Red Frog,Dorm,24,1,23,13,156,41.769,28.197,14.157,8.701
10/6/2018,Lima,Dorm,17,1,16,4,56,0.126,6.426,1.092,8.995
10/6/2018,La Fortuna,Private Shared,32,1,31,17,336.6,77.7546,37.11015,13.1274,8.758
10/6/2018,Venao,Dorm,51,1,50,29,319,85.41225,56.70225,24.64275,8.712
10/6/2018,Cartagena,Private Shared,14,2,12,5,112,28.896,15.036,3.528,8.766
10/6/2018,Puerto Escondido,Dorm,108,12,96,35,525,79.5375,63.7875,10.2375,8.792
10/6/2018,Bogota La Candelaria,Private Shared,14,2,12,4,83.2,0.1872,9.36,1.3728,8.999
10/6/2018,Jaco,Private,42,1,41,22,554.4,114.345,71.5176,29.5218,8.725
10/6/2018,Santa Teresa North,Private Shared,16,1,15,9,194.4,39.2202,33.0966,11.5182,8.707
10/6/2018,Puerto Escondido,Private Shared,22,2,20,8,212.8,30.1644,26.334,7.5012,8.783
10/6/2018,Manuel Antonio,Dorm,116,3,113,62,868,159.495,141.918,50.127,8.706
10/6/2018,Puerto Viejo,Private,32,1,31,18,491.4,100.9827,68.5503,24.3243,8.74
10/6/2018,Pedasi,Private,16,0,16,9,207.9,52.3908,36.1746,16.995825,8.706
10/6/2018,Manuel Antonio,Private,60,2,58,30,819,163.3905,138.20625,55.89675,8.711
10/6/2018,Bocas del Toro,Private,44,1,43,24,554.4,148.0248,98.5446,45.738,8.689
10/6/2018,Lima,Private Shared,42,3,39,9,210.6,1.8954,21.32325,3.159,8.995
10/6/2018,Antigua,Private,34,4,30,14,369.6,92.862,47.4012,19.9584,8.763
10/6/2018,Manuel Antonio,Private Shared,18,1,17,10,234,42.9975,40.5405,17.3745,8.699
10/6/2018,Venao,Private Shared,34,1,33,18,356.4,91.1493,63.8847,32.076,8.708
10/6/2018,Jaco,Private Shared,26,1,25,14,302.4,64.638,35.8344,17.01,8.736
10/6/2018,Mexico City,Private Shared,68,7,61,25,712.5,178.48125,85.5,20.840625,8.792
10/6/2018,Tamarindo,Private Shared,34,1,33,19,478.8,100.1889,68.5881,29.0871,8.721
10/6/2018,Puerto Escondido,Private,26,3,23,10,330,51.975,43.56,9.1575,8.794
10/6/2018,Quito,Dorm,150,15,135,48,528,133.848,39.6,5.94,8.791
10/6/2018,San Jose,Private Shared,14,1,13,8,172.8,32.9184,30.0672,9.4608,8.706
10/6/2018,Playa del Carmen,Private Shared,54,7,47,22,543.4,146.718,71.32125,24.453,8.782
10/6/2018,Montanita,Private Shared,38,5,33,15,336,83.16,28.224,8.82,8.759
10/6/2018,San Jose,Private,40,1,39,22,554.4,101.0394,92.7234,30.7692,8.691
10/6/2018,Red Frog,Private Shared,14,1,13,7,138.6,36.48645,24.22035,10.70685,8.698
10/6/2018,Red Frog,Private,34,1,33,19,478.8,121.0167,77.2065,40.2192,8.695
10/7/2018,Venao,Private Shared,34,1,33,18,356.4,91.9512,58.2714,24.8589,8.698
10/7/2018,Lima,Dorm,17,1,16,4,52,0.585,5.226,0.702,8.983
10/7/2018,Banos,Private,34,4,30,11,229.9,53.45175,0.6897,2.0691,8.981
10/7/2018,Mexico City,Dorm,254,27,227,95,1425,377.26875,191.30625,39.54375,8.791
10/7/2018,Antigua,Private Shared,52,6,46,19,397.1,105.43005,54.20415,21.741225,8.77
10/7/2018,La Fortuna,Dorm,100,2,98,53,636,148.347,68.688,33.39,8.733
10/7/2018,Mexico City,Private,132,15,117,44,1452,382.239,186.219,38.115,8.773
10/7/2018,Venao,Dorm,51,1,50,27,297,77.73975,53.68275,20.71575,8.703
10/7/2018,Red Frog,Private,34,1,33,18,415.8,112.266,72.9729,37.422,8.697
10/7/2018,Montanita,Private,96,12,84,37,913.9,215.908875,82.251,28.102425,8.772
10/7/2018,Lima,Private,34,3,31,7,205.8,0.6174,24.23295,1.38915,8.99
10/7/2018,Medellin,Dorm,215,14,201,88,1056,270.864,148.104,54.648,8.738
10/7/2018,Playa del Carmen,Dorm,177,18,159,63,819,205.77375,111.7935,28.2555,8.775
10/7/2018,Jaco,Dorm,118,2,116,61,732,166.896,96.075,31.842,8.747
10/7/2018,Montanita,Dorm,148,18,130,51,663,159.12,64.6425,18.39825,8.771
10/7/2018,Bocas del Toro,Dorm,154,3,151,79,948,253.827,172.062,72.522,8.7
10/7/2018,Bocas del Toro,Private,44,1,43,23,531.3,137.0754,89.656875,44.230725,8.691
10/7/2018,Quito,Private,36,4,32,13,271.7,68.87595,17.52465,3.871725,8.787
10/7/2018,Medellin,Private Shared,24,2,22,12,211.2,55.5984,29.7792,10.6128,8.72
10/7/2018,Antigua,Dorm,92,9,83,34,408,105.264,58.752,19.89,8.757
10/7/2018,Cartagena,Private,46,6,40,16,425.6,110.4432,53.6256,18.1944,8.793
10/7/2018,Playa del Carmen,Private,59,6,53,21,600.6,157.6575,78.82875,29.27925,8.776
10/7/2018,Quito,Dorm,150,16,134,44,484,128.865,29.403,7.26,8.784
10/7/2018,Bogota La Candelaria,Dorm,109,15,94,32,416,0.624,46.8,5.616,9.002
10/7/2018,Jaco,Private Shared,26,1,25,14,327.6,67.8132,39.312,16.9533,8.728
10/7/2018,Puerto Viejo,Private Shared,40,1,39,22,554.4,114.7608,73.5966,29.106,8.736
10/7/2018,San Jose,Dorm,86,1,85,46,552,104.742,88.596,34.362,8.695
10/7/2018,Venao,Private,12,1,11,7,176.4,47.628,31.2228,15.6114,8.693
10/7/2018,Banos,Dorm,96,12,84,30,360,78.03,0.27,6.75,8.985
10/7/2018,Jaco,Private,42,1,41,21,573.3,123.8328,67.93605,21.068775,8.746
10/7/2018,Puerto Viejo,Dorm,66,1,65,35,455,95.89125,65.86125,26.6175,8.734
10/7/2018,Santa Teresa North,Private Shared,16,1,15,9,210.6,42.0147,34.1172,13.74165,8.708
10/7/2018,Medellin,Private,88,4,84,36,684,181.602,97.983,42.066,8.727
10/7/2018,Quito,Private Shared,24,3,21,8,166.4,41.6832,12.48,3.744,8.803
10/7/2018,Cartagena,Dorm,114,13,101,40,600,153.45,80.1,23.85,8.79
10/7/2018,Bogota La Candelaria,Private,22,3,19,6,159.6,0.1197,17.4762,2.1546,8.996
10/7/2018,Tamarindo,Private,24,1,23,13,354.9,71.601075,53.501175,16.236675,8.723
10/7/2018,Santa Teresa North,Dorm,140,1,139,74,888,178.488,135.198,50.616,8.714
10/7/2018,Red Frog,Dorm,24,1,23,13,143,36.6795,24.882,11.3685,8.707
10/7/2018,San Jose,Private Shared,14,1,13,8,187.2,34.1172,32.292,11.6532,8.704
10/7/2018,Cartagena,Private Shared,14,2,12,5,104,25.74,12.948,2.34,8.783
10/7/2018,Montanita,Private Shared,38,4,34,14,291.2,68.1408,28.8288,6.3336,8.773
10/7/2018,Manuel Antonio,Private Shared,18,1,17,10,234,43.875,40.716,14.2155,8.689
10/7/2018,Lima,Private Shared,42,3,39,10,252,2.646,27.027,0.756,8.982
10/7/2018,Manuel Antonio,Private,60,1,59,34,856.8,165.7908,147.1554,52.6932,8.696
10/7/2018,Tamarindo,Dorm,144,2,142,80,1040,216.06,149.76,56.94,8.707
10/7/2018,Bogota La Candelaria,Private Shared,14,3,11,4,89.6,0.336,9.072,1.1424,9.01
10/7/2018,Manuel Antonio,Dorm,116,3,113,64,832,164.736,134.16,48.048,8.713
10/7/2018,Puerto Escondido,Dorm,108,10,98,39,546,74.529,68.3865,20.475,8.791
10/7/2018,Red Frog,Private Shared,14,1,13,8,158.4,40.986,26.6112,13.4244,8.713
10/7/2018,Bocas del Toro,Private Shared,32,1,31,17,336.6,88.10505,55.539,26.7597,8.689
10/7/2018,Puerto Escondido,Private,26,3,23,9,257.4,36.2934,31.6602,10.0386,8.792
10/7/2018,Banos,Private Shared,16,2,14,5,96,20.52,0.648,0.432,9.002
10/7/2018,Santa Teresa North,Private,22,1,21,13,327.6,67.0761,55.0368,16.7076,8.706
10/7/2018,Mexico City,Private Shared,68,6,62,24,638.4,160.398,78.5232,26.334,8.793
10/7/2018,La Fortuna,Private Shared,32,1,31,18,356.4,79.1208,42.2334,13.8996,8.741
10/7/2018,Antigua,Private,34,4,30,15,396,102.465,52.569,14.553,8.755
10/7/2018,La Fortuna,Private,20,1,19,11,277.2,59.4594,30.1455,12.2661,8.733
10/7/2018,Puerto Viejo,Private,32,1,31,17,464.1,98.15715,60.216975,27.846,8.717
10/7/2018,Puerto Escondido,Private Shared,22,3,19,8,212.8,29.8452,25.6956,4.6284,8.771
10/7/2018,Playa del Carmen,Private Shared,54,6,48,19,505.4,125.8446,69.36615,16.6782,8.777
10/7/2018,Tamarindo,Private Shared,34,1,33,18,453.6,98.3178,69.741,23.4738,8.727
10/7/2018,San Jose,Private,40,1,39,20,504,93.744,85.05,36.288,8.7
10/8/2018,Puerto Viejo,Private Shared,40,1,39,23,496.8,101.7198,69.6762,22.7286,8.736
10/8/2018,Quito,Dorm,150,12,138,43,559,147.99525,34.79775,9.64275,8.795
10/8/2018,Mexico City,Private,132,15,117,44,1355.2,339.4776,165.6732,49.8036,8.787
10/8/2018,Puerto Viejo,Dorm,66,2,64,37,444,98.901,63.603,20.646,8.715
10/8/2018,Bocas del Toro,Dorm,154,1,153,87,957,239.01075,161.49375,68.18625,8.691
10/8/2018,Jaco,Private,42,1,41,24,554.4,122.661,75.2598,20.3742,8.725
10/8/2018,Manuel Antonio,Dorm,116,2,114,64,832,164.736,144.768,43.68,8.707
10/8/2018,Tamarindo,Dorm,144,1,143,72,936,201.474,135.486,47.034,8.721
10/8/2018,Cartagena,Private,46,5,41,17,484.5,120.277125,61.047,16.71525,8.776
10/8/2018,Lima,Dorm,17,1,16,5,70,0.6825,7.14,0.7875,8.996
10/8/2018,Venao,Private Shared,34,1,33,19,410.4,102.8052,72.9486,33.2424,8.69
10/8/2018,San Jose,Dorm,86,1,85,49,588,111.573,103.635,38.367,8.69
10/8/2018,Cartagena,Private Shared,14,2,12,5,120,31.95,16.02,3.69,8.775
10/8/2018,Puerto Escondido,Dorm,108,10,98,38,570,85.0725,72.2475,12.3975,8.79
10/8/2018,Mexico City,Private Shared,68,8,60,24,592.8,160.056,67.1346,23.5638,8.78
10/8/2018,La Fortuna,Private Shared,32,1,31,18,421.2,93.1905,47.0691,16.4268,8.742
10/8/2018,Banos,Private Shared,16,2,14,5,96,21.528,0.504,1.296,8.999
10/8/2018,Playa del Carmen,Dorm,177,17,160,60,720,184.68,91.26,24.84,8.761
10/8/2018,Banos,Dorm,96,9,87,26,312,70.2,1.872,2.34,8.985
10/8/2018,Quito,Private Shared,24,3,21,8,153.6,38.592,11.4048,4.1472,8.796
10/8/2018,Jaco,Private Shared,26,1,25,14,302.4,67.1328,36.0612,13.3812,8.73
10/8/2018,Mexico City,Dorm,254,22,232,96,1344,361.872,157.248,55.44,8.793
10/8/2018,San Jose,Private Shared,14,1,13,8,172.8,34.4736,29.0304,11.7936,8.691
10/8/2018,Venao,Dorm,51,1,50,29,319,80.62725,53.1135,24.4035,8.7
10/8/2018,Medellin,Dorm,215,8,207,100,1000,249.75,148.5,51,8.729
10/8/2018,Lima,Private,34,2,32,9,264.6,0.59535,29.56905,6.54885,9.004
10/8/2018,Puerto Escondido,Private,26,3,23,9,277.2,39.2931,34.7193,9.3555,8.799
10/8/2018,San Jose,Private,40,1,39,21,573.3,105.343875,90.724725,33.968025,8.704
10/8/2018,Puerto Viejo,Private,32,1,31,19,558.6,121.07655,73.7352,28.4886,8.724
10/8/2018,Puerto Escondido,Private Shared,22,3,19,7,186.2,27.23175,20.9475,3.9102,8.77
10/8/2018,Bocas del Toro,Private,44,1,43,24,554.4,145.53,96.0498,50.7276,8.69
10/8/2018,Banos,Private,34,3,31,11,229.9,52.934475,0.517275,5.5176,8.982
10/8/2018,Red Frog,Private Shared,14,1,13,8,172.8,45.8784,30.456,13.2192,8.709
10/8/2018,Medellin,Private Shared,24,2,22,10,176,45.144,24.948,10.692,8.732
10/8/2018,La Fortuna,Dorm,100,1,99,54,648,147.258,74.844,26.73,8.742
10/8/2018,Quito,Private,36,4,32,10,247,62.79975,18.71025,4.446,8.783
10/8/2018,Lima,Private Shared,42,3,39,8,201.6,1.512,22.8312,2.5704,8.992
10/8/2018,Manuel Antonio,Private Shared,18,1,17,10,216,42.606,34.83,15.552,8.7
10/8/2018,Santa Teresa North,Dorm,140,1,139,71,781,151.1235,119.493,48.61725,8.716
10/8/2018,Jaco,Dorm,118,1,117,63,693,157.48425,94.5945,32.2245,8.746
10/8/2018,Red Frog,Dorm,24,1,23,14,154,41.349,26.103,12.243,8.693
10/8/2018,Venao,Private,12,1,11,6,151.2,39.69,24.4944,13.3812,8.704
10/8/2018,Montanita,Dorm,148,14,134,52,676,165.282,65.91,27.885,8.774
10/8/2018,Montanita,Private Shared,38,4,34,15,288,67.608,27,12.312,8.783
10/8/2018,Playa del Carmen,Private,59,7,52,21,554.4,142.2036,76.0914,17.4636,8.784
10/8/2018,Cartagena,Dorm,114,14,100,41,574,146.8005,77.49,17.22,8.769
10/8/2018,Red Frog,Private,34,1,33,19,438.9,109.615275,77.356125,32.25915,8.71
10/8/2018,Antigua,Private Shared,52,7,45,22,459.8,115.8696,67.24575,24.1395,8.75
10/8/2018,Medellin,Private,88,5,83,36,752.4,195.2478,120.7602,50.787,8.728
10/8/2018,Santa Teresa North,Private Shared,16,1,15,9,210.6,39.64545,36.17055,13.8996,8.703
10/8/2018,Bogota La Candelaria,Dorm,109,15,94,31,403,1.51125,47.45325,4.53375,8.993
10/8/2018,Antigua,Dorm,92,10,82,35,455,120.8025,60.7425,21.84,8.749
10/8/2018,Montanita,Private,96,8,88,35,864.5,215.2605,88.179,33.7155,8.758
10/8/2018,Bogota La Candelaria,Private,22,4,18,6,148.2,0,15.3387,3.3345,8.998
10/8/2018,Bogota La Candelaria,Private Shared,14,3,11,4,89.6,0.8736,10.416,0.8736,8.997
10/8/2018,Tamarindo,Private Shared,34,1,33,18,453.6,91.854,67.0194,27.8964,8.706
10/8/2018,Bocas del Toro,Private Shared,32,1,31,16,288,72.792,49.464,20.088,8.687
10/8/2018,Tamarindo,Private,24,1,23,13,382.2,77.10885,56.1834,22.932,8.722
10/8/2018,La Fortuna,Private,20,1,19,12,302.4,65.0916,39.0096,11.1132,8.743
10/8/2018,Santa Teresa North,Private,22,1,21,13,327.6,63.6363,56.0196,18.6732,8.69
10/8/2018,Antigua,Private,34,4,30,14,369.6,94.5252,52.1136,13.3056,8.745
10/8/2018,Manuel Antonio,Private,60,1,59,33,831.6,152.8065,145.3221,61.7463,8.695
10/8/2018,Playa del Carmen,Private Shared,54,5,49,21,558.6,139.0914,72.47835,19.69065,8.77
10/9/2018,Mexico City,Dorm,254,24,230,95,1330,343.14,150.6225,51.87,8.793
10/9/2018,Lima,Private,34,2,32,8,235.2,1.764,27.6948,4.41,8.993
10/9/2018,Puerto Viejo,Private Shared,40,1,39,23,579.6,126.9324,76.0725,31.7331,8.715
10/9/2018,Puerto Viejo,Private,32,1,31,18,529.2,114.7041,71.442,20.6388,8.741
10/9/2018,Manuel Antonio,Private,60,1,59,34,999.6,194.922,164.934,61.4754,8.694
10/9/2018,San Jose,Dorm,86,2,84,48,672,129.528,108.864,36.792,8.691
10/9/2018,La Fortuna,Dorm,100,2,98,52,624,135.252,80.028,23.4,8.754
10/9/2018,Santa Teresa North,Dorm,140,3,137,73,803,147.55125,122.859,52.998,8.709
10/9/2018,Puerto Viejo,Dorm,66,1,65,35,420,88.515,59.85,19.215,8.744
10/9/2018,Venao,Private Shared,34,1,33,18,324,85.293,56.133,24.057,8.687
10/9/2018,Antigua,Private,34,4,30,13,343.2,86.4864,50.193,12.0978,8.771
10/9/2018,Playa del Carmen,Dorm,177,16,161,60,780,195.975,105.885,38.61,8.76
10/9/2018,San Jose,Private,40,1,39,22,600.6,113.06295,105.4053,35.58555,8.71
10/9/2018,Cartagena,Dorm,114,11,103,39,585,148.73625,75.90375,16.23375,8.78
10/9/2018,Quito,Dorm,150,15,135,48,576,142.56,45.36,6.048,8.782
10/9/2018,Medellin,Dorm,215,13,202,93,930,244.8225,130.4325,57.8925,8.736
10/9/2018,Bogota La Candelaria,Private,22,3,19,7,172.9,0.389025,19.96995,2.5935,9.006
10/9/2018,Venao,Dorm,51,1,50,29,348,88.479,60.291,25.056,8.689
10/9/2018,Puerto Escondido,Private,26,3,23,10,330,49.2525,38.8575,12.375,8.795
10/9/2018,Playa del Carmen,Private,59,7,52,22,629.2,169.4121,86.3577,26.8983,8.765
10/9/2018,Quito,Private,36,5,31,11,271.7,70.9137,18.543525,3.056625,8.791
10/9/2018,Cartagena,Private,46,5,41,17,452.2,116.32845,57.31635,15.94005,8.773
10/9/2018,Mexico City,Private,132,15,117,46,1416.8,376.1604,181.7046,36.1284,8.773
10/9/2018,Bocas del Toro,Dorm,154,1,153,78,936,240.084,160.056,83.538,8.694
10/9/2018,Antigua,Private Shared,52,7,45,20,456,116.622,60.876,20.52,8.746
10/9/2018,Jaco,Private Shared,26,1,25,15,324,70.227,45.441,16.524,8.747
10/9/2018,Manuel Antonio,Dorm,116,2,114,63,882,159.4215,150.822,62.8425,8.697
10/9/2018,Red Frog,Private,34,1,33,18,453.6,118.3896,74.1636,32.6592,8.694
10/9/2018,Banos,Private,34,3,31,9,188.1,40.91175,0.141075,1.551825,9.009
